,num_iterations,updates,energy
0,1,1,-171.32421875
1,1,2,-171.32421875
2,1,3,-171.703125
3,1,4,-171.703125
4,1,5,-174.51171875
5,1,6,-174.51171875
6,1,7,-174.51171875
7,1,8,-174.51171875
8,1,9,-174.51171875
9,1,10,-174.51171875
10,1,11,-174.51171875
11,1,12,-174.51171875
12,1,13,-177.34375
13,1,14,-177.34375
14,1,15,-178.73046875
15,1,16,-181.59375
16,1,17,-181.59375
17,1,18,-183.01171875
18,1,19,-183.421875
19,1,20,-183.421875
20,1,21,-183.421875
21,1,22,-186.32421875
22,1,23,-186.32421875
23,1,24,-186.32421875
24,1,25,-186.32421875
25,1,26,-189.25
26,1,27,-189.25
27,1,28,-192.19921875
28,1,29,-195.171875
29,1,30,-195.171875
30,1,31,-195.171875
31,1,32,-195.171875
32,1,33,-195.171875
33,1,34,-196.26171875
34,1,35,-196.26171875
35,1,36,-199.265625
36,1,37,-199.265625
37,1,38,-199.265625
38,1,39,-199.265625
39,1,40,-199.265625
40,1,41,-199.265625
41,1,42,-199.265625
42,1,43,-199.73046875
43,1,44,-202.765625
44,1,45,-202.765625
45,1,46,-202.765625
46,1,47,-203.88671875
47,1,48,-203.88671875
48,1,49,-203.88671875
49,1,50,-206.953125
50,1,51,-206.953125
51,1,52,-206.953125
52,1,53,-210.04296875
53,1,54,-213.15625
54,1,55,-216.29296875
55,1,56,-216.29296875
56,1,57,-216.29296875
57,1,58,-216.29296875
58,1,59,-217.78125
59,1,60,-217.78125
60,1,61,-218.29296875
61,1,62,-218.29296875
62,1,63,-221.46875
63,1,64,-221.46875
64,1,65,-221.46875
65,1,66,-221.46875
66,1,67,-222.63671875
67,1,68,-222.63671875
68,1,69,-222.63671875
69,1,70,-222.63671875
70,1,71,-222.63671875
71,1,72,-222.63671875
72,1,73,-222.63671875
73,1,74,-223.828125
74,1,75,-227.04296875
75,1,76,-227.04296875
76,1,77,-227.04296875
77,1,78,-227.04296875
78,1,79,-227.04296875
79,1,80,-228.265625
80,1,81,-228.265625
81,1,82,-228.79296875
82,1,83,-228.79296875
83,1,84,-229.34375
84,1,85,-229.34375
85,1,86,-232.60546875
86,1,87,-232.60546875
87,1,88,-232.60546875
88,1,89,-232.60546875
89,1,90,-232.60546875
90,1,91,-233.84375
91,1,92,-233.84375
92,1,93,-235.32421875
93,1,94,-235.32421875
94,1,95,-238.625
95,1,96,-238.625
96,1,97,-238.625
97,1,98,-238.625
98,1,99,-239.19921875
99,1,100,-239.19921875
100,1,101,-242.53125
101,1,102,-242.53125
102,1,103,-245.88671875
103,1,104,-245.88671875
104,1,105,-245.88671875
105,1,106,-245.88671875
106,1,107,-246.5
107,1,108,-248.01171875
108,1,109,-248.01171875
109,1,110,-248.01171875
110,1,111,-248.01171875
111,1,112,-251.40625
112,1,113,-251.40625
113,1,114,-251.40625
114,1,115,-251.40625
115,1,116,-252.66796875
116,1,117,-256.09375
117,1,118,-256.09375
118,1,119,-257.38671875
119,1,120,-257.38671875
120,1,121,-257.38671875
121,1,122,-257.38671875
122,1,123,-260.84375
123,1,124,-260.84375
124,1,125,-260.84375
125,1,126,-260.84375
126,1,127,-264.32421875
127,1,128,-267.828125
128,1,129,-267.828125
129,1,130,-267.828125
130,1,131,-267.828125
131,1,132,-267.828125
132,1,133,-268.48046875
133,1,134,-270.03125
134,1,135,-271.60546875
135,1,136,-271.60546875
136,1,137,-271.60546875
137,1,138,-275.15625
138,1,139,-275.15625
139,1,140,-278.73046875
140,1,141,-278.73046875
141,1,142,-278.73046875
142,1,143,-282.328125
143,1,144,-285.94921875
144,1,145,-285.94921875
145,1,146,-285.94921875
146,1,147,-287.296875
147,1,148,-287.98046875
148,1,149,-287.98046875
149,1,150,-291.640625
150,1,151,-295.32421875
151,1,152,-295.32421875
152,1,153,-295.32421875
153,1,154,-299.03125
154,1,155,-299.03125
155,1,156,-299.03125
156,1,157,-299.03125
157,1,158,-302.76171875
158,1,159,-302.76171875
159,1,160,-306.515625
160,1,161,-307.26171875
161,1,162,-307.26171875
162,1,163,-311.046875
163,1,164,-314.85546875
164,1,165,-318.6875
165,1,166,-318.6875
166,1,167,-318.6875
167,1,168,-318.6875
168,1,169,-318.6875
169,1,170,-318.6875
170,1,171,-318.6875
171,1,172,-320.10546875
172,1,173,-320.10546875
173,1,174,-321.765625
174,1,175,-321.765625
175,1,176,-323.19921875
176,1,177,-323.19921875
177,1,178,-323.19921875
178,1,179,-323.19921875
179,1,180,-324.65625
180,1,181,-324.65625
181,1,182,-324.65625
182,1,183,-324.65625
183,1,184,-328.54296875
184,1,185,-328.54296875
185,1,186,-328.54296875
186,1,187,-328.54296875
187,1,188,-332.453125
188,1,189,-332.453125
189,1,190,-332.453125
190,1,191,-336.38671875
191,1,192,-336.38671875
192,1,193,-336.38671875
193,1,194,-336.38671875
194,1,195,-336.38671875
195,1,196,-336.38671875
196,1,197,-336.38671875
197,1,198,-336.38671875
198,1,199,-337.890625
199,1,200,-337.890625
200,1,201,-339.57421875
201,1,202,-340.34375
202,1,203,-344.32421875
203,1,204,-344.32421875
204,1,205,-345.125
205,1,206,-349.13671875
206,1,207,-349.13671875
207,1,208,-349.13671875
208,1,209,-349.13671875
209,1,210,-353.171875
210,1,211,-357.23046875
211,1,212,-357.23046875
212,1,213,-357.23046875
213,1,214,-361.3125
214,1,215,-362.85546875
215,1,216,-362.85546875
216,1,217,-363.703125
217,1,218,-365.41796875
218,1,219,-365.41796875
219,1,220,-365.41796875
220,1,221,-365.41796875
221,1,222,-365.41796875
222,1,223,-365.41796875
223,1,224,-365.41796875
224,1,225,-369.546875
225,1,226,-373.69921875
226,1,227,-373.69921875
227,1,228,-373.69921875
228,1,229,-377.875
229,1,230,-377.875
230,1,231,-379.44921875
231,1,232,-379.44921875
232,1,233,-379.44921875
233,1,234,-379.44921875
234,1,235,-379.44921875
235,1,236,-380.328125
236,1,237,-381.91796875
237,1,238,-386.140625
238,1,239,-386.140625
239,1,240,-386.140625
240,1,241,-386.140625
241,1,242,-386.140625
242,1,243,-387.04296875
243,1,244,-387.04296875
244,1,245,-391.296875
245,1,246,-391.296875
246,1,247,-391.296875
247,1,248,-395.57421875
248,1,249,-399.875
249,1,250,-399.875
250,1,251,-399.875
251,1,252,-404.19921875
252,1,253,-404.19921875
253,1,254,-404.19921875
254,1,255,-405.15625
255,1,256,-406.13671875
256,1,257,-406.13671875
257,1,258,-406.13671875
258,1,259,-406.13671875
259,1,260,-406.13671875
260,1,261,-406.13671875
261,1,262,-407.890625
262,1,263,-412.26171875
263,1,264,-416.65625
264,1,265,-416.65625
265,1,266,-416.65625
266,1,267,-421.07421875
267,1,268,-425.515625
268,1,269,-429.98046875
269,1,270,-429.98046875
270,1,271,-429.98046875
271,1,272,-429.98046875
272,1,273,-429.98046875
273,1,274,-429.98046875
274,1,275,-434.46875
275,1,276,-436.13671875
276,1,277,-436.13671875
277,1,278,-440.65625
278,1,279,-440.65625
279,1,280,-441.69921875
280,1,281,-441.69921875
281,1,282,-443.515625
282,1,283,-443.515625
283,1,284,-443.515625
284,1,285,-443.515625
285,1,286,-445.35546875
286,1,287,-449.921875
287,1,288,-449.921875
288,1,289,-454.51171875
289,1,290,-454.51171875
290,1,291,-459.125
291,1,292,-459.125
292,1,293,-459.125
293,1,294,-459.125
294,1,295,-459.125
295,1,296,-459.125
296,1,297,-459.125
297,1,298,-459.125
298,1,299,-459.125
299,1,300,-459.125
300,1,301,-459.125
301,1,302,-460.19921875
302,1,303,-460.19921875
303,1,304,-460.19921875
304,1,305,-460.19921875
305,1,306,-460.19921875
306,1,307,-460.19921875
307,1,308,-464.84375
308,1,309,-464.84375
309,1,310,-464.84375
310,1,311,-464.84375
311,1,312,-464.84375
312,1,313,-466.54296875
313,1,314,-466.54296875
314,1,315,-468.265625
315,1,316,-472.94921875
316,1,317,-472.94921875
317,1,318,-472.94921875
318,1,319,-477.65625
319,1,320,-479.54296875
320,1,321,-480.640625
321,1,322,-480.640625
322,1,323,-481.76171875
323,1,324,-481.76171875
324,1,325,-481.76171875
325,1,326,-481.76171875
326,1,327,-481.76171875
327,1,328,-481.76171875
328,1,329,-481.76171875
329,1,330,-483.5
330,1,331,-488.26171875
331,1,332,-488.26171875
332,1,333,-488.26171875
333,1,334,-488.26171875
334,1,335,-488.26171875
335,1,336,-493.046875
336,1,337,-493.046875
337,1,338,-493.046875
338,1,339,-493.046875
339,1,340,-493.046875
340,1,341,-494.82421875
341,1,342,-499.640625
342,1,343,-504.48046875
343,1,344,-504.48046875
344,1,345,-505.640625
345,1,346,-505.640625
346,1,347,-505.640625
347,1,348,-505.640625
348,1,349,-505.640625
349,1,350,-510.51171875
350,1,351,-510.51171875
351,1,352,-510.51171875
352,1,353,-512.328125
353,1,354,-512.328125
354,1,355,-512.328125
355,1,356,-514.23046875
356,1,357,-514.23046875
357,1,358,-514.23046875
358,1,359,-514.23046875
359,1,360,-514.23046875
360,1,361,-519.140625
361,1,362,-519.140625
362,1,363,-519.140625
363,1,364,-520.98046875
364,1,365,-522.15625
365,1,366,-527.10546875
366,1,367,-527.10546875
367,1,368,-527.10546875
368,1,369,-529.03125
369,1,370,-529.03125
370,1,371,-529.03125
371,1,372,-529.03125
372,1,373,-530.98046875
373,1,374,-530.98046875
374,1,375,-530.98046875
375,1,376,-530.98046875
376,1,377,-530.98046875
377,1,378,-532.828125
378,1,379,-532.828125
379,1,380,-532.828125
380,1,381,-532.828125
381,1,382,-537.82421875
382,1,383,-537.82421875
383,1,384,-537.82421875
384,1,385,-537.82421875
385,1,386,-537.82421875
386,1,387,-539.796875
387,1,388,-539.796875
388,1,389,-539.796875
389,1,390,-539.796875
390,1,391,-541.66796875
391,1,392,-541.66796875
392,1,393,-541.66796875
393,1,394,-546.703125
394,1,395,-546.703125
395,1,396,-547.88671875
396,1,397,-549.09375
397,1,398,-549.09375
398,1,399,-549.09375
399,1,400,-549.09375
400,1,401,-554.16796875
401,1,402,-555.40625
402,1,403,-555.40625
403,1,404,-555.40625
404,1,405,-555.40625
405,1,406,-555.40625
406,1,407,-555.40625
407,1,408,-557.38671875
408,1,409,-557.38671875
409,1,410,-557.38671875
410,1,411,-562.5
411,1,412,-567.63671875
412,1,413,-572.796875
413,1,414,-572.796875
414,1,415,-577.98046875
415,1,416,-583.1875
416,1,417,-583.1875
417,1,418,-588.41796875
418,1,419,-588.41796875
419,1,420,-590.46875
420,1,421,-591.76171875
421,1,422,-593.078125
422,1,423,-593.078125
423,1,424,-593.078125
424,1,425,-594.98046875
425,1,426,-596.90625
426,1,427,-602.19921875
427,1,428,-602.19921875
428,1,429,-604.15625
429,1,430,-604.15625
430,1,431,-604.15625
431,1,432,-609.48046875
432,1,433,-609.48046875
433,1,434,-609.48046875
434,1,435,-609.48046875
435,1,436,-609.48046875
436,1,437,-609.48046875
437,1,438,-611.53125
438,1,439,-611.53125
439,1,440,-611.53125
440,1,441,-612.85546875
441,1,442,-612.85546875
442,1,443,-614.921875
443,1,444,-614.921875
444,1,445,-614.921875
445,1,446,-614.921875
446,1,447,-614.921875
447,1,448,-620.29296875
448,1,449,-625.6875
449,1,450,-627.66796875
450,1,451,-627.66796875
451,1,452,-629.671875
452,1,453,-629.671875
453,1,454,-629.671875
454,1,455,-629.671875
455,1,456,-629.671875
456,1,457,-629.671875
457,1,458,-635.10546875
458,1,459,-635.10546875
459,1,460,-637.140625
460,1,461,-637.140625
461,1,462,-637.140625
462,1,463,-637.140625
463,1,464,-637.140625
464,1,465,-637.140625
465,1,466,-642.60546875
466,1,467,-642.60546875
467,1,468,-642.60546875
468,1,469,-648.09375
469,1,470,-648.09375
470,1,471,-648.09375
471,1,472,-648.09375
472,1,473,-648.09375
473,1,474,-648.09375
474,1,475,-653.60546875
475,1,476,-659.140625
476,1,477,-661.26171875
477,1,478,-661.26171875
478,1,479,-662.625
479,1,480,-662.625
480,1,481,-662.625
481,1,482,-662.625
482,1,483,-662.625
483,1,484,-662.625
484,1,485,-664.69921875
485,1,486,-664.69921875
486,1,487,-664.69921875
487,1,488,-664.69921875
488,1,489,-664.69921875
489,1,490,-666.828125
490,1,491,-666.828125
491,1,492,-666.828125
492,1,493,-672.41796875
493,1,494,-672.41796875
494,1,495,-672.41796875
495,1,496,-678.03125
496,1,497,-680.13671875
497,1,498,-680.13671875
498,1,499,-681.515625
499,1,500,-682.91796875
500,1,501,-682.91796875
501,1,502,-682.91796875
502,1,503,-685.03125
503,1,504,-685.03125
504,1,505,-685.03125
505,1,506,-685.03125
506,1,507,-685.03125
507,1,508,-685.03125
508,1,509,-690.69921875
509,1,510,-692.84375
510,1,511,-695.01171875
511,1,512,-695.01171875
512,1,513,-695.01171875
513,1,514,-697.140625
514,1,515,-697.140625
515,1,516,-699.29296875
516,1,517,-699.29296875
517,1,518,-700.6875
518,1,519,-706.41796875
519,1,520,-706.41796875
520,1,521,-706.41796875
521,1,522,-706.41796875
522,1,523,-707.84375
523,1,524,-707.84375
524,1,525,-707.84375
525,1,526,-709.29296875
526,1,527,-711.453125
527,1,528,-711.453125
528,1,529,-711.453125
529,1,530,-713.63671875
530,1,531,-715.84375
531,1,532,-717.29296875
532,1,533,-717.29296875
533,1,534,-723.09375
534,1,535,-725.32421875
535,1,536,-725.32421875
536,1,537,-727.578125
537,1,538,-727.578125
538,1,539,-727.578125
539,1,540,-733.41796875
540,1,541,-733.41796875
541,1,542,-733.41796875
542,1,543,-733.41796875
543,1,544,-733.41796875
544,1,545,-739.28125
545,1,546,-740.76171875
546,1,547,-746.65625
547,1,548,-752.57421875
548,1,549,-752.57421875
549,1,550,-752.57421875
550,1,551,-754.875
551,1,552,-760.82421875
552,1,553,-766.796875
553,1,554,-766.796875
554,1,555,-766.796875
555,1,556,-766.796875
556,1,557,-768.32421875
557,1,558,-768.32421875
558,1,559,-768.32421875
559,1,560,-774.328125
560,1,561,-774.328125
561,1,562,-776.48046875
562,1,563,-776.48046875
563,1,564,-778.03125
564,1,565,-778.03125
565,1,566,-784.07421875
566,1,567,-790.140625
567,1,568,-796.23046875
568,1,569,-796.23046875
569,1,570,-796.23046875
570,1,571,-802.34375
571,1,572,-804.69921875
572,1,573,-804.69921875
573,1,574,-804.69921875
574,1,575,-804.69921875
575,1,576,-804.69921875
576,1,577,-804.69921875
577,1,578,-804.69921875
578,1,579,-804.69921875
579,1,580,-804.69921875
580,1,581,-804.69921875
581,1,582,-804.69921875
582,1,583,-804.69921875
583,1,584,-806.890625
584,1,585,-813.04296875
585,1,586,-814.640625
586,1,587,-814.640625
587,1,588,-817.01171875
588,1,589,-823.203125
589,1,590,-824.82421875
590,1,591,-827.03125
591,1,592,-827.03125
592,1,593,-827.03125
593,1,594,-827.03125
594,1,595,-827.03125
595,1,596,-827.03125
596,1,597,-827.03125
597,1,598,-827.03125
598,1,599,-828.66796875
599,1,600,-830.890625
600,1,601,-833.13671875
601,1,602,-833.13671875
602,1,603,-833.13671875
603,1,604,-835.40625
604,1,605,-835.40625
605,1,606,-835.40625
606,1,607,-835.40625
607,1,608,-837.69921875
608,1,609,-840.015625
609,1,610,-840.015625
610,1,611,-840.015625
611,1,612,-842.35546875
612,1,613,-842.35546875
613,1,614,-842.35546875
614,1,615,-842.35546875
615,1,616,-843.96875
616,1,617,-843.96875
617,1,618,-843.96875
618,1,619,-843.96875
619,1,620,-843.96875
620,1,621,-843.96875
621,1,622,-843.96875
622,1,623,-850.26171875
623,1,624,-851.90625
624,1,625,-854.26171875
625,1,626,-854.26171875
626,1,627,-854.26171875
627,1,628,-854.26171875
628,1,629,-854.26171875
629,1,630,-855.921875
630,1,631,-855.921875
631,1,632,-855.921875
632,1,633,-857.60546875
633,1,634,-857.60546875
634,1,635,-859.90625
635,1,636,-859.90625
636,1,637,-862.23046875
637,1,638,-862.23046875
638,1,639,-862.23046875
639,1,640,-864.578125
640,1,641,-870.94921875
641,1,642,-870.94921875
642,1,643,-870.94921875
643,1,644,-873.296875
644,1,645,-875.66796875
645,1,646,-875.66796875
646,1,647,-875.66796875
647,1,648,-878.0625
648,1,649,-884.48046875
649,1,650,-884.48046875
650,1,651,-884.48046875
651,1,652,-884.48046875
652,1,653,-884.48046875
653,1,654,-884.48046875
654,1,655,-886.15625
655,1,656,-892.60546875
656,1,657,-892.60546875
657,1,658,-899.078125
658,1,659,-900.79296875
659,1,660,-900.79296875
660,1,661,-900.79296875
661,1,662,-900.79296875
662,1,663,-900.79296875
663,1,664,-900.79296875
664,1,665,-903.21875
665,1,666,-903.21875
666,1,667,-903.21875
667,1,668,-903.21875
668,1,669,-903.21875
669,1,670,-905.57421875
670,1,671,-912.09375
671,1,672,-912.09375
672,1,673,-912.09375
673,1,674,-912.09375
674,1,675,-914.54296875
675,1,676,-914.54296875
676,1,677,-914.54296875
677,1,678,-921.09375
