,num_iterations,recon_losses
0,0.0,1447.7094970612184
1,10.0,1390.4879661326445
2,20.0,1384.0704304726419
3,30.0,1379.545816009569
4,40.0,1376.0857715369245
5,49.0,1375.2302750630167
